2021-01-26 17:35:12,192 Adding job tentatively -- it will be properly scheduled when the scheduler starts
2021-01-26 17:35:12,197 Added job "MQ2.leer_voltaje" to job store "default"
2021-01-26 17:35:12,197 Scheduler started
2021-01-26 17:35:12,199 Adding job tentatively -- it will be properly scheduled when the scheduler starts
2021-01-26 17:35:12,200 Added job "MQ3.leer_voltaje" to job store "default"
2021-01-26 17:35:12,200 Scheduler started
2021-01-26 17:35:12,203 Adding job tentatively -- it will be properly scheduled when the scheduler starts
2021-01-26 17:35:12,203 Added job "MQ4.leer_voltaje" to job store "default"
2021-01-26 17:35:12,204 Scheduler started
2021-01-26 17:35:12,206 Adding job tentatively -- it will be properly scheduled when the scheduler starts
2021-01-26 17:35:12,207 Added job "MQ5.leer_voltaje" to job store "default"
2021-01-26 17:35:12,207 Scheduler started
2021-01-26 17:35:12,209 Adding job tentatively -- it will be properly scheduled when the scheduler starts
2021-01-26 17:35:12,210 Added job "MQ7.leer_voltaje" to job store "default"
2021-01-26 17:35:12,210 Scheduler started
2021-01-26 17:35:12,213 Adding job tentatively -- it will be properly scheduled when the scheduler starts
2021-01-26 17:35:12,213 Added job "MQ8.leer_voltaje" to job store "default"
2021-01-26 17:35:12,214 Scheduler started
2021-01-26 17:35:12,216 Adding job tentatively -- it will be properly scheduled when the scheduler starts
2021-01-26 17:35:12,217 Added job "MQ9.leer_voltaje" to job store "default"
2021-01-26 17:35:12,217 Scheduler started
2021-01-26 17:35:12,219 Adding job tentatively -- it will be properly scheduled when the scheduler starts
2021-01-26 17:35:12,220 Added job "MQ135.leer_voltaje" to job store "default"
2021-01-26 17:35:12,220 Scheduler started
2021-01-26 17:35:12,221 Adding job tentatively -- it will be properly scheduled when the scheduler starts
2021-01-26 17:35:12,222 Added job "Main.iniciar_ciclo" to job store "default"
2021-01-26 17:35:12,222 Scheduler started
2021-01-26 17:35:15,173 Job "MQ2.leer_voltaje (trigger: interval[0:00:01], next run at: 2021-01-26 17:35:16 CET)" executed successfully
2021-01-26 17:35:15,203 Running job "MQ3.leer_voltaje (trigger: interval[0:00:01], next run at: 2021-01-26 17:35:15 CET)" (scheduled at 2021-01-26 17:35:15.199621+01:00)
2021-01-26 17:35:15,210 Running job "MQ4.leer_voltaje (trigger: interval[0:00:01], next run at: 2021-01-26 17:35:15 CET)" (scheduled at 2021-01-26 17:35:15.202946+01:00)
2021-01-26 17:35:15,215 Running job "MQ5.leer_voltaje (trigger: interval[0:00:01], next run at: 2021-01-26 17:35:15 CET)" (scheduled at 2021-01-26 17:35:15.206198+01:00)
2021-01-26 17:35:15,218 Job "MQ3.leer_voltaje (trigger: interval[0:00:01], next run at: 2021-01-26 17:35:16 CET)" executed successfully
2021-01-26 17:35:15,219 Running job "MQ7.leer_voltaje (trigger: interval[0:00:01], next run at: 2021-01-26 17:35:16 CET)" (scheduled at 2021-01-26 17:35:15.209429+01:00)
2021-01-26 17:35:15,229 Running job "MQ8.leer_voltaje (trigger: interval[0:00:01], next run at: 2021-01-26 17:35:16 CET)" (scheduled at 2021-01-26 17:35:15.212742+01:00)
2021-01-26 17:35:15,232 Running job "MQ9.leer_voltaje (trigger: interval[0:00:01], next run at: 2021-01-26 17:35:16 CET)" (scheduled at 2021-01-26 17:35:15.216075+01:00)
2021-01-26 17:35:15,234 Running job "MQ135.leer_voltaje (trigger: interval[0:00:01], next run at: 2021-01-26 17:35:16 CET)" (scheduled at 2021-01-26 17:35:15.219415+01:00)
2021-01-26 17:35:15,235 Job "MQ4.leer_voltaje (trigger: interval[0:00:01], next run at: 2021-01-26 17:35:16 CET)" executed successfully
